Общество с ограниченной ответственностью АЛЬФАГРУППИНВЕСТ;г Севастополь улица Пожарова 20/3;9204000100;Лысенко Александр Владимирович;+7 (869) 255-05-97;ukrspec2010@mail.ru
Общество с ограниченной ответственностью АЛЬФАСТРОЙ;Калининградская область, город Калининград, улица А.Невского 78, 8;3906099724;-;-;
Общество с ограниченной ответственностью АЛЬЯНС;Ярославская область Район Ярославский Поселок Заволжье 37;7627028311;-;-;
Общество с ограниченной ответственностью АЛЬЯНС;обл Самарская город Самара улица Олимпийская д. 65 оф. 1;6312173063;Жуков Михаил Геннадьевич;+7 (846) 203-03-47;oooalyans63@gmail.com
Общество с ограниченной ответственностью АЛЬЯНС ВЕГА БИЛДИНГ;край Краснодарский город Краснодар улица Красных Партизан д. 249 , пом.11;2308076662;Окроян Артур Владимирович;+7 (918) 970-83-20;avb-oasis@mail.ru
Общество с ограниченной ответственностью АЛЬЯНС ЭЛИТ;обл Тульская город Тула улица Пушкинская д. 55 кор. а комната 22;7106057578;Канатчиков Алексей Александрович;+7 (487) 225-23-33;ooostroikomplekt@mail.ru
Общество с ограниченной ответственностью АЛЬЯНС-200;обл Ростовская город Ростов-на-Дону проспект Буденновский д. 76 кв. 15;6165001649;Финенко Виталий Александрович;+7 (863) 298-57-38;finvit@gmail.com
Общество с ограниченной ответственностью АЛЬЯНС-ГАРАНТ;обл Тульская г Тула ул Болдина д. 33;7106079860;Муганова Ольга Ивановна;+7 (487) 270-45-25;office@gk-stroyalians.ru
Общество с ограниченной ответственностью АЛЬЯНС-НЕДВИЖИМОСТЬ;Чувашская Республика, город Чебоксары, проспект Мира 54, помещение 4;2130081928;Хазов Александр Александрович;+7 (927) 668-28-09;alans-n@mail.ru
Общество с ограниченной ответственностью АЛЬЯНС ПРОЕКТ СТРОЙ;Респ Адыгея Тахтамукайский аул Тахтамукай улица В.И. Ленина д. 19;0107024212;Тлеуж Нальбий Аскерович;+7 (918) 247-22-22;alyansproekt.stroy@mail.ru
Общество с ограниченной ответственностью АЛЬЯНС-СТРОЙ;обл Тульская г. Тула улица Болдина д. 33 оф. 1;7106528442;Милованов Виктор Петрович;+7 (487) 270-25-24;office@gk-stroyalians.ru
Общество с ограниченной ответственностью СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК АЛЬЯНС-СТРОЙ;обл Ярославская Ярославский г Ярославль ул Полиграфическая д. 21 комната 21;7604239122;Шумилов Евгений Альбертович;+7 (905) 645-20-00;a-st.yar@mail.ru
Общество с ограниченной ответственностью АЛЬЯНС-СТРОЙ;край Красноярский город Красноярск улица Маерчака  д. 38 оф. 1000;2466183410;Поленова Александра Сергеевна;+7 (391) 245-88-44;pkdom@mail.ru
Общество с ограниченной ответственностью АЛЬЯНСАУДИТПЛЮС;Респ Башкортостан город Уфа улица Российская д. 157 кор. 1 помещение 22;0274106746;Ямалтдинова Зарема Рафаэлевна;+7 (347) 284-85-03;sp-iniciativa@mail.ru
Акционерное общество АЛЬЯНСГРУПП ИНВЕСТИЦИИ И СТРОИТЕЛЬСТВО;Приморский край, город Уссурийск, улица Ленина 56;2511095694;Соболев Алексей Евгеньевич;+7 (423) 431-91-19;ao.alliansgroup@mail.ru
Общество с ограниченной ответственностью АЛЮР;обл Ростовская г Волгодонск ул Степная д. 74;6143057888;Мичурин Олег Юрьевич;+7 (863) 927-89-45;ya.alyr@yandex.ru
